scaffold,R1,R2,R3,analogue_smiles
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,iodo,4-fluorophenyl,O=C(Nc1ccc(I)c(Nc2ncccn2)c1)c1ccc(F)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,iodo,4-chlorophenyl,O=C(Nc1ccc(I)c(Nc2ncccn2)c1)c1ccc(Cl)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,iodo,4-cyanophenyl,N#Cc1ccc(C(=O)Nc2ccc(I)c(Nc3ncccn3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,iodo,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(I)c(Nc2ncccn2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,iodo,2-carboxyphenyl,O=C(O)c1ccccc1C(=O)Nc1ccc(I)c(Nc2ncccn2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,iodo,2-naphthyl,O=C(Nc1ccc(I)c(Nc2ncccn2)c1)c1ccc2ccccc2c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,iodo,"4,1'-biphenyl",O=C(Nc1ccc(I)c(Nc2ncccn2)c1)c1ccc(-c2ccccc2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,iodo,"3,1'-biphenyl",O=C(Nc1ccc(I)c(Nc2ncccn2)c1)c1cccc(-c2ccccc2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,iodo,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(I)c(Nc4ncccn4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,iodo,benzylpipirazyl,O=C(Nc1ccc(I)c(Nc2ncccn2)c1)c1ccc(CN2CCNCC2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,trifluoromethyl,hydrogen,O=CNc1ccc(C(F)(F)F)c(Nc2ncccn2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,trifluoromethyl,phenyl,O=C(Nc1ccc(C(F)(F)F)c(Nc2ncccn2)c1)c1ccccc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,trifluoromethyl,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(C(F)(F)F)c(Nc3ncccn3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,trifluoromethyl,4-fluorophenyl,O=C(Nc1ccc(C(F)(F)F)c(Nc2ncccn2)c1)c1ccc(F)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,trifluoromethyl,4-chlorophenyl,O=C(Nc1ccc(C(F)(F)F)c(Nc2ncccn2)c1)c1ccc(Cl)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,trifluoromethyl,4-cyanophenyl,N#Cc1ccc(C(=O)Nc2ccc(C(F)(F)F)c(Nc3ncccn3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,trifluoromethyl,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(C(F)(F)F)c(Nc2ncccn2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,trifluoromethyl,2-carboxyphenyl,O=C(O)c1ccccc1C(=O)Nc1ccc(C(F)(F)F)c(Nc2ncccn2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,trifluoromethyl,2-naphthyl,O=C(Nc1ccc(C(F)(F)F)c(Nc2ncccn2)c1)c1ccc2ccccc2c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,trifluoromethyl,"4,1'-biphenyl",O=C(Nc1ccc(C(F)(F)F)c(Nc2ncccn2)c1)c1ccc(-c2ccccc2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,trifluoromethyl,"3,1'-biphenyl",O=C(Nc1ccc(C(F)(F)F)c(Nc2ncccn2)c1)c1cccc(-c2ccccc2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,trifluoromethyl,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(C(F)(F)F)c(Nc4ncccn4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,trifluoromethyl,benzylpipirazyl,O=C(Nc1ccc(C(F)(F)F)c(Nc2ncccn2)c1)c1ccc(CN2CCNCC2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,difluoromethyl,hydrogen,O=CNc1ccc(C(F)F)c(Nc2ncccn2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,difluoromethyl,phenyl,O=C(Nc1ccc(C(F)F)c(Nc2ncccn2)c1)c1ccccc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,difluoromethyl,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(C(F)F)c(Nc3ncccn3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,difluoromethyl,4-fluorophenyl,O=C(Nc1ccc(C(F)F)c(Nc2ncccn2)c1)c1ccc(F)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,difluoromethyl,4-chlorophenyl,O=C(Nc1ccc(C(F)F)c(Nc2ncccn2)c1)c1ccc(Cl)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,difluoromethyl,4-cyanophenyl,N#Cc1ccc(C(=O)Nc2ccc(C(F)F)c(Nc3ncccn3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,difluoromethyl,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(C(F)F)c(Nc2ncccn2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,difluoromethyl,2-carboxyphenyl,O=C(O)c1ccccc1C(=O)Nc1ccc(C(F)F)c(Nc2ncccn2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,difluoromethyl,2-naphthyl,O=C(Nc1ccc(C(F)F)c(Nc2ncccn2)c1)c1ccc2ccccc2c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,difluoromethyl,"4,1'-biphenyl",O=C(Nc1ccc(C(F)F)c(Nc2ncccn2)c1)c1ccc(-c2ccccc2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,difluoromethyl,"3,1'-biphenyl",O=C(Nc1ccc(C(F)F)c(Nc2ncccn2)c1)c1cccc(-c2ccccc2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,difluoromethyl,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(C(F)F)c(Nc4ncccn4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,difluoromethyl,benzylpipirazyl,O=C(Nc1ccc(C(F)F)c(Nc2ncccn2)c1)c1ccc(CN2CCNCC2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amido,hydrogen,CC(=O)Nc1ccc(NC=O)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amido,phenyl,CC(=O)Nc1ccc(NC(=O)c2ccccc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amido,4-methylphenyl,CC(=O)Nc1ccc(NC(=O)c2ccc(C)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amido,4-fluorophenyl,CC(=O)Nc1ccc(NC(=O)c2ccc(F)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amido,4-chlorophenyl,CC(=O)Nc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amido,4-cyanophenyl,CC(=O)Nc1ccc(NC(=O)c2ccc(C#N)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amido,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(NC(C)=O)c(Nc2ncccn2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amido,2-carboxyphenyl,CC(=O)Nc1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amido,2-naphthyl,CC(=O)Nc1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amido,"4,1'-biphenyl",CC(=O)Nc1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amido,"3,1'-biphenyl",CC(=O)Nc1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amido,benzyl-4-methylpipirazyl,CC(=O)Nc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amido,benzylpipirazyl,CC(=O)Nc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,carboxy,hydrogen,O=CNc1ccc(C(=O)O)c(Nc2ncccn2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,carboxy,phenyl,O=C(Nc1ccc(C(=O)O)c(Nc2ncccn2)c1)c1ccccc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,carboxy,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(C(=O)O)c(Nc3ncccn3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,carboxy,4-fluorophenyl,O=C(Nc1ccc(C(=O)O)c(Nc2ncccn2)c1)c1ccc(F)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,carboxy,4-chlorophenyl,O=C(Nc1ccc(C(=O)O)c(Nc2ncccn2)c1)c1ccc(Cl)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,carboxy,4-cyanophenyl,N#Cc1ccc(C(=O)Nc2ccc(C(=O)O)c(Nc3ncccn3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,carboxy,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(C(=O)O)c(Nc2ncccn2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,carboxy,2-carboxyphenyl,O=C(O)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,carboxy,2-naphthyl,O=C(Nc1ccc(C(=O)O)c(Nc2ncccn2)c1)c1ccc2ccccc2c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,carboxy,"4,1'-biphenyl",O=C(Nc1ccc(C(=O)O)c(Nc2ncccn2)c1)c1ccc(-c2ccccc2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,carboxy,"3,1'-biphenyl",O=C(Nc1ccc(C(=O)O)c(Nc2ncccn2)c1)c1cccc(-c2ccccc2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,carboxy,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(C(=O)O)c(Nc4ncccn4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,carboxy,benzylpipirazyl,O=C(Nc1ccc(C(=O)O)c(Nc2ncccn2)c1)c1ccc(CN2CCNCC2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,dimethylamino,hydrogen,CN(C)c1ccc(NC=O)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,dimethylamino,phenyl,CN(C)c1ccc(NC(=O)c2ccccc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,dimethylamino,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(N(C)C)c(Nc3ncccn3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,dimethylamino,4-fluorophenyl,CN(C)c1ccc(NC(=O)c2ccc(F)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,dimethylamino,4-chlorophenyl,CN(C)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,dimethylamino,4-cyanophenyl,CN(C)c1ccc(NC(=O)c2ccc(C#N)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,dimethylamino,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(N(C)C)c(Nc2ncccn2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,dimethylamino,2-carboxyphenyl,CN(C)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,dimethylamino,2-naphthyl,CN(C)c1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,dimethylamino,"4,1'-biphenyl",CN(C)c1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,dimethylamino,"3,1'-biphenyl",CN(C)c1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,dimethylamino,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(N(C)C)c(Nc4ncccn4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,dimethylamino,benzylpipirazyl,CN(C)c1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methylamino,hydrogen,CNc1ccc(NC=O)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methylamino,phenyl,CNc1ccc(NC(=O)c2ccccc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methylamino,4-methylphenyl,CNc1ccc(NC(=O)c2ccc(C)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methylamino,4-fluorophenyl,CNc1ccc(NC(=O)c2ccc(F)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methylamino,4-chlorophenyl,CNc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methylamino,4-cyanophenyl,CNc1ccc(NC(=O)c2ccc(C#N)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methylamino,2-methoxyphenyl,CNc1ccc(NC(=O)c2ccccc2OC)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methylamino,2-carboxyphenyl,CNc1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methylamino,2-naphthyl,CNc1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methylamino,"4,1'-biphenyl",CNc1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methylamino,"3,1'-biphenyl",CNc1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methylamino,benzyl-4-methylpipirazyl,CNc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methylamino,benzylpipirazyl,CNc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,hydroxy,hydrogen,O=CNc1ccc(O)c(Nc2ncccn2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,hydroxy,phenyl,O=C(Nc1ccc(O)c(Nc2ncccn2)c1)c1ccccc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,hydroxy,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(O)c(Nc3ncccn3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,hydroxy,4-fluorophenyl,O=C(Nc1ccc(O)c(Nc2ncccn2)c1)c1ccc(F)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,hydroxy,4-chlorophenyl,O=C(Nc1ccc(O)c(Nc2ncccn2)c1)c1ccc(Cl)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,hydroxy,4-cyanophenyl,N#Cc1ccc(C(=O)Nc2ccc(O)c(Nc3ncccn3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,hydroxy,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(O)c(Nc2ncccn2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,hydroxy,2-carboxyphenyl,O=C(O)c1ccccc1C(=O)Nc1ccc(O)c(Nc2ncccn2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,hydroxy,2-naphthyl,O=C(Nc1ccc(O)c(Nc2ncccn2)c1)c1ccc2ccccc2c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,hydroxy,"4,1'-biphenyl",O=C(Nc1ccc(O)c(Nc2ncccn2)c1)c1ccc(-c2ccccc2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,hydroxy,"3,1'-biphenyl",O=C(Nc1ccc(O)c(Nc2ncccn2)c1)c1cccc(-c2ccccc2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,hydroxy,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(O)c(Nc4ncccn4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,hydroxy,benzylpipirazyl,O=C(Nc1ccc(O)c(Nc2ncccn2)c1)c1ccc(CN2CCNCC2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methoxy,hydrogen,COc1ccc(NC=O)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methoxy,phenyl,COc1ccc(NC(=O)c2ccccc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methoxy,4-methylphenyl,COc1ccc(NC(=O)c2ccc(C)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methoxy,4-fluorophenyl,COc1ccc(NC(=O)c2ccc(F)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methoxy,4-chlorophenyl,COc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methoxy,4-cyanophenyl,COc1ccc(NC(=O)c2ccc(C#N)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methoxy,2-methoxyphenyl,COc1ccc(NC(=O)c2ccccc2OC)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methoxy,2-carboxyphenyl,COc1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methoxy,2-naphthyl,COc1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methoxy,"4,1'-biphenyl",COc1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methoxy,"3,1'-biphenyl",COc1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methoxy,benzyl-4-methylpipirazyl,COc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,methoxy,benzylpipirazyl,COc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amino,hydrogen,Nc1ccc(NC=O)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amino,phenyl,Nc1ccc(NC(=O)c2ccccc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amino,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(N)c(Nc3ncccn3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amino,4-fluorophenyl,Nc1ccc(NC(=O)c2ccc(F)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amino,4-chlorophenyl,Nc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amino,4-cyanophenyl,N#Cc1ccc(C(=O)Nc2ccc(N)c(Nc3ncccn3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amino,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(N)c(Nc2ncccn2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amino,2-carboxyphenyl,Nc1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amino,2-naphthyl,Nc1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amino,"4,1'-biphenyl",Nc1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amino,"3,1'-biphenyl",Nc1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amino,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(N)c(Nc4ncccn4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,amino,benzylpipirazyl,Nc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,cyano,hydrogen,N#Cc1ccc(NC=O)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,cyano,phenyl,N#Cc1ccc(NC(=O)c2ccccc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,cyano,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(C#N)c(Nc3ncccn3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,cyano,4-fluorophenyl,N#Cc1ccc(NC(=O)c2ccc(F)cc2)cc1Nc1ncccn1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,hydrogen,cyano,4-chlorophenyl,N#Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1ncccn1
